SARIF File,Driver Name,Total Results,ruleId,message,path,startLine,endLine,startColumn,endColumn,isCorrect
codeql-result.sarif,CodeQL,5,cs/path-injection,This path depends on a [user-provided value](1).,Utils.cs,13,,27,35,1
codeql-result.sarif,CodeQL,5,cs/command-line-injection,This command line depends on a [user-provided value](1).,InventoryService.cs,32,,57,68,1
codeql-result.sarif,CodeQL,5,cs/user-controlled-bypass,"This condition guards a sensitive [action](1), but a [user-provided value](2) controls it.
This condition guards a sensitive [action](1), but a [user-provided value](3) controls it.
This condition guards a sensitive [action](1), but a [user-provided value](2) controls it.
This condition guards a sensitive [action](1), but a [user-provided value](3) controls it.",AuthController.cs,10,,13,50,1
codeql-result.sarif,CodeQL,5,cs/web/missing-function-level-access-control,This action is missing an authorization check.,InventoryController.cs,72,,26,36,1
codeql-result.sarif,CodeQL,5,cs/web/insecure-direct-object-reference,This method may be missing authorization checks for which users can access the resource of the provided ID.,InventoryController.cs,72,,26,36,1
llms-result.sarif,openai/gpt-4.1,15,SEC-HARDCODE-CREDENTIALS,"Hardcoded username and password detected in SignIn method. This exposes static credentials that could be easily guessed, leading to unauthorized access.",AuthController.cs,8,13,9,10,1
llms-result.sarif,openai/gpt-4.1,15,SEC-HARDCODE-TOKEN,"Token generation in GetToken uses predictable pattern and static secret concatenation, allowing impersonation through token manipulation.",AuthController.cs,15,18,9,10,1
llms-result.sarif,openai/gpt-4.1,15,SEC-SQL-INJECTION,SQL query is constructed using untrusted input from parameter 'id'. This allows an attacker to inject arbitrary SQL.,InventoryController.cs,13,17,9,10,1
llms-result.sarif,openai/gpt-4.1,15,SEC-SQL-INJECTION,SQL query is constructed using untrusted input from parameter 'id'. This allows an attacker to inject arbitrary SQL commands.,InventoryController.cs,61,65,9,10,1
llms-result.sarif,openai/gpt-4.1,15,SEC-IMPROPER-AUTHZ,"AuthController and InventoryController have no authentication or authorization attributes or checks, exposing all methods publicly.",AuthController.cs,1,20,1,2,0
llms-result.sarif,openai/gpt-4.1,15,SEC-IMPROPER-AUTHZ,"AuthController and InventoryController have no authentication or authorization attributes or checks, exposing all methods publicly.",InventoryController.cs,1,67,1,2,0
