SARIF File,Driver Name,Total Results,ruleId,message,path,startLine,endLine,startColumn,endColumn,isCorrect
codeql-result.sarif,CodeQL,3,cs/user-controlled-bypass,"This condition guards a sensitive [action](1), but a [user-provided value](2) controls it.
This condition guards a sensitive [action](1), but a [user-provided value](3) controls it.
This condition guards a sensitive [action](1), but a [user-provided value](2) controls it.
This condition guards a sensitive [action](1), but a [user-provided value](3) controls it.",AuthController.cs,11,,13,57,1
codeql-result.sarif,CodeQL,3,cs/hardcoded-credentials,"The hard-coded value ""admin"" flows to [""admin""](1) which is compared against [access to parameter username](2).",AuthController.cs,11,,25,32,1
codeql-result.sarif,CodeQL,3,cs/hardcoded-credentials,"The hard-coded value ""pass123"" flows to [""pass123""](1) which is compared against [access to parameter password](2).",AuthController.cs,11,,48,57,1
llms-result.sarif,openai/gpt-4.1,10,HARDCODED_CREDENTIALS,Hardcoded username and password found. Storing credentials directly in code exposes them and makes secrets management impossible.,AuthController.cs,10,14,9,44,1
llms-result.sarif,openai/gpt-4.1,10,SQL_INJECTION,SQL query includes unsanitized user input (name) directly in query string. This allows SQL Injection attacks.,HotelController.cs,16,18,9,68,1
llms-result.sarif,openai/gpt-4.1,10,INSECURE_FILE_UPLOAD,"File upload handler writes the file using its original file name without any checks for allowed extensions or dangerous filenames, enabling path traversal and unrestricted uploads.",HotelController.cs,20,26,9,30,1
llms-result.sarif,openai/gpt-4.1,10,CROSS_SITE_SCRIPTING,"User-provided input (input) is embedded directly in HTML output, making this endpoint vulnerable to reflected Cross-Site Scripting (XSS) attacks.",HotelController.cs,28,31,9,92,1
llms-result.sarif,openai/gpt-4.1,10,INSECURE_DESERIALIZATION,Data from user input is deserialized with JsonConvert without validation. This can lead to insecure deserialization and potential code execution if objects are trusted.,HotelService.cs,12,14,5,82,0
llms-result.sarif,openai/gpt-4.1,10,WEAK_CRYPTOGRAPHY,"DES encryption algorithm is used with a hardcoded 8-byte key. DES is considered broken and insecure for modern applications, and hardcoded keys are dangerous.",HotelService.cs,15,25,5,40,1
llms-result.sarif,openai/gpt-4.1,10,COMMAND_INJECTION,"The command argument is used directly to build a shell command that is run on the OS, enabling command injection if command is unsanitized user input.",HotelService.cs,27,34,5,48,1
llms-result.sarif,openai/gpt-4.1,10,INSECURE_DESERIALIZATION,Data is deserialized from user-provided string using System.Text.Json without prior validation or allowed types. May allow for data manipulation or DoS attacks.,Utils.cs,6,8,5,66,0
llms-result.sarif,openai/gpt-4.1,10,INSECURE_FILE_WRITE,"The SaveToFile method allows arbitrary filenames without sanitization, which can be exploited for path traversal to write files outside the intended directory.",Utils.cs,10,12,5,39,1
llms-result.sarif,openai/gpt-4.1,10,OUTDATED_DEPENDENCY,The Newtonsoft.Json package is used (version 13.0.3). Ensure it is up to date and has no unpatched security vulnerabilities.,S06.csproj,13,13,5,78,0
llms-result.sarif,deepseek/DeepSeek-V3-0324,8,AUTH-001,"Hardcoded credentials (username: 'admin', password: 'pass123') found in authentication logic.",AuthController.cs,8,11,1,1,1
llms-result.sarif,deepseek/DeepSeek-V3-0324,8,SQLI-001,Unsanitized user input used directly in SQL query construction.,HotelController.cs,15,16,1,1,1
llms-result.sarif,deepseek/DeepSeek-V3-0324,8,XSS-001,Unsanitized user input directly reflected in HTML output.,HotelController.cs,30,33,1,1,1
